date time;attacker id;att name;att power;att team;defender id;def name;def power;team;attacker patronage;defender patronage;
7/11/24;4587443;Momi;1165961;Axe Mar Isa Cel Yas Krv;18484006;LionCorse;900305;Aur Cel Isa Dor Mar Axe;Oli(11064) Mar(11064) Mer(11064) Fen(11064) Alb(11064);Oli(8782) Kho(6420) Mar(7158) Mer(7422) Axe(8782);
7/11/24;4868542;stratis;1063209;Axe Hel Ori Neb Mor Aur;4184531;dead kennedys;1029440;Krv K'A Yas Dan Mar Axe;Kho(10532) Mer(11064)  ###  Axe(11064) Cai(11064);Oli(11064) Mar(5849) Cai(11064) Fen(7394) Axe(11064);
7/11/24;4208957;patlacoche;1184989;Axe Seb Kai Dan K'A Krv;4408505;nobu3;1072480;Ruf Ish Cel Ami Iri Mar;Alb(11064) Bis(11064) Cai(11064) Mar(11064) Oli(11064);Bis(7804) Fen(7804) Axe(11064) Oli(9428) Alb(10210);
6/11/24;4587443;Momi;1159553;Axe Mar Isa Cel Dan Krv;4581584;КоТ;1004783;Krv Kei Mor Ori Hel Alb;Oli(11064) Mar(11064) Axe(11064) Cai(11064) Bis(11064);Bis(5683) Fen(5683) Oli(11064) Mer(10126) Axe(11064);
5/11/24;4868542;stratis;1115328;Axe Hel Dor Ori Neb Aur;11706745;Team Black;1038955;Ast Yas Sat May Iri Axe;Mer(11064)  ###  Axe(11064)  ###  Cai(11064);Oli(6894) Cai(7926) Mer(6894) Axe(10154) Alb(8782);
5/11/24;4208957;patlacoche;1189356;Axe Seb Neb Kai K'A Krv;4620442;Miles;939665;Krv K'A Mor Pho Mar Axe;Alb(11064) Cai(11064) Bis(11064) Fen(11064) Oli(11064);Alb(11064) Fen(9428) Axe(11064)  ###  Oli(6894);
5/11/24;4668830;TrumpReturns;1126417;Axe Fac Seb Kai K'A Aur;4301434;Shabar;1016731;Krv Qin Kei Mor Cel Axe;Mar(8108) Alb(11064) Axe(11064) Vex(10154) Cai(11064);Oli(11064) Cai(10154) Fen(7279) Axe(10154) Mer(4623);
4/11/24;4529972;Team ICE;1094411;Axe Mar Fac Seb K'A Krv;4774649;K.s;1124819;Ast Yas Isa Seb Iri Axe;###  Axe(11064) Alb(7129) Fen(10154) Oli(11064);Oli(11064) Cai(11064) Axe(11064) Alb(11064) Bis(9020);
4/11/24;4454896;Team D;1126687;Axe Hel Iri Ori Neb Aur;23402141;Lolocruz;1102799;Krv Yas Qin Pol Mar Axe;Mer(6676) Alb(11064) Axe(11064)  ###  Cai(11064);Alb(11064) Cai(7294) Fen(11064) Bis(11064)  ###;
4/11/24;4868542;stratis;1115328;Axe Hel Dor Ori Neb Aur;4817583;GRyaris;1197466;Qin Jhu Seb LaC Aid Cai;Mer(11064)  ###  Axe(11064)  ###  Cai(11064);Cai(11064) Vex(11064) Fen(11064) Mar(11064) Mer(11064);
4/11/24;4668830;TrumpReturns;1107184;Axe Fac Jor Kai K'A Aur;30741822;nukesaku;1156583;Ruf Ish Dan Hei Faf Axe;Mar(8108) Axe(11064) Bis(8108) Vex(10154) Cai(11064);Bis(11064) Fen(11064) Cai(11064) Alb(11064) Oli(11064);
1/11/24;4587443;Momi;1168168;Axe Mar Mor Dan Lut Krv;4499882;Erdimain;1108742;Ast Gal May Art The Fen;Oli(11064) Axe(11064) Cai(11064) Fen(11064) Bis(11064);Oli(11064) Alb(9692) Axe(7804) Fen(11064) Mer(7804);
1/11/24;4454896;Team D;1127201;Axe Iri Ori Neb Dan Ruf;4325679;sakurakko;1096050;Krv Dan Seb Iri Dor Axe;Alb(11064) Axe(11064)  ###  Cai(11064) Oli(11064);Oli(11064) Cai(9428) Fen(7804) Alb(9428) Axe(11064);
1/11/24;4668830;TrumpReturns;1103557;Axe Seb Cel Yas K'A Aur;4820170;Butch;1083377;Qin Mor Seb LaC Jet Cai;Oli(9018) Axe(11064) Alb(11064) Vex(10154) Cai(11064);Cai(11064) Oli(11064) Alb(11064) Vex(11064) Axe(11064);
1/11/24;4868542;stratis;1062982;Axe Hel Ori Neb Mor Aur;20927731;gabacho;1108150;Ruf Dan Seb Iri Mar Axe;Kho(10280) Mer(11064)  ###  Axe(11064) Cai(11064);Oli(11064) Fen(1895) Alb(11064) Bis(10812) Axe(11064);
31/10/24;4868542;stratis;1103657;Axe Hel Dor Ori Jor Aur;5479702;Dad dancer;1119840;Dan Mor Seb LaC Iri Axe;Kho(10238)  ###  Axe(11064) Oli(9461) Cai(11064);Cai(11064) Axe(11064) Oli(11064) Mar(9020) Alb(11064);
29/10/24;4178114;Master;1055363;Axe Mar Jor Mor Yas Krv;4330684;Helle;1097622;Ast K'A Yas Cel Seb Axe;###  Oli(11064) Axe(11064) Fen(9428) Alb(9428);Bis(9450) Fen(11064) Cai(5913) Axe(11064) Alb(11064);
29/10/24;4542929;Astro;1096350;Axe Hel Dor Ori Dan Krv;4463630;Jirisan;1130987;Krv Yas Kei Cel Mar Axe;Bis(9428) Axe(11064) Mer(9428) Fen(9428) Oli(11064);Oli(9018) Cai(8108) Fen(10154) Mer(6894) Axe(11064);
28/10/24;4668830;TrumpReturns;1131116;Axe Fac Seb Yas K'A Aur;11709089;Imperators;1097669;Zir And Cel Drk Pep Axe;Axe(11064) Oli(9018) Alb(10938) Vex(10154) Cai(11064);Bis(6281) Oli(6894) Kho(6894) Cai(8038) Mar(11064);
26/10/24;4868542;stratis;1126563;Axe Hel Dor Ori Neb Aur;4705284;MoonRingBear;1185867;Aur Krv Ish K'A Yas Axe;Mer(11064) Axe(11064) Kho(9734)  ###  Cai(11064);Bis(11064) Oli(11064) Mar(11064) Fen(11064) Cai(11064);
25/10/24;4292840;Mangas;1109505;Cai LaC Neb Kai Yas Krv;4750768;Fron;1022426;Ast K'A Isa Seb Mar Axe;Vex(6894) Cai(11064) Axe(11064) Fen(11064) Oli(11064);Oli(11064) Fen(9428) Mar(9428) Alb(9428) Axe(9428);
25/10/24;4668830;TrumpReturns;1122478;Axe Fac Seb Kai K'A Aur;4820170;Butch;1115453;Dan Mor Seb LaC The Cai;Axe(11064) Alb(10812) Bis(8108) Vex(10154) Cai(11064);Cai(11064) Oli(11064) Alb(11064) Vex(11064) Mar(9428);
25/10/24;4454896;Team D;1105812;Axe Hel Iri Ori Neb Isa;4415886;TAKAYUU;1034247;Krv K'A Yas Ori Mar Oli;Mer(6676) Bis(5683) Axe(11064) Cai(11064) Oli(11064);Oli(11064) Fen(4198) Alb(5766) Bis(4729) Axe(11064);
24/10/24;4668830;TrumpReturns;1062163;Axe Mar Iri Seb Ast Aur;36243331;Seymour ;1056149;Aur May Ara Seb LaC Axe;Axe(11064) Bis(8108) Alb(10812) Oli(9018) Cai(11064);Cai(11064) Bis(8235) Mar(7916) Alb(11064) Vex(7844);
24/10/24;4292840;Mangas;1110422;Cai LaC Seb Neb Yas Krv;4320322;Adam121;1060082;Dan Mor Isa Seb Iri Axe;Vex(6894) Alb(11064) Cai(11064) Fen(11064) Oli(11064);Cai(11064) Axe(11064) Oli(11064) Alb(11064) Bis(4773);
24/10/24;4292840;Mangas;1110422;Cai LaC Seb Neb Yas Krv;4828168;Team 4828168;1114735;Ruf Dan Isa Seb Mar Axe;Vex(6894) Alb(11064) Cai(11064) Fen(11064) Oli(11064);Oli(11064) Cai(10114) Mar(7804) Alb(11064) Axe(11064);
24/10/24;4712527;HRCAK;1108232;Alb Mar Jhu Mor Yas Aur;4804299;1_3;1009203;Ruf Dan Seb Iri Mar Axe;Oli(11064) Fen(11064) Axe(11064) Alb(11064) Cai(11064);Alb(11064) Cai(11064) Fen(5715) Oli(11064) Axe(11064);
23/10/24;4454896;Team D;1118748;Axe Hel Iri Ori Neb Dan;10993884;Xiombad;1122761;Ast Yas Seb Gin Mar Axe;Mer(6676) Bis(5683) Axe(11064)  ###  Cai(11064);Bis(7804) Alb(11064) Oli(11064) Fen(7859) Axe(11064);
23/10/24;4454896;Team D;1109750;Kho Hel Iri Ori Neb Dan;20930588;Gandolf;954503;Aur Jul And Yas Mar Oli;Mer(6676) Bis(5683) Axe(11064)  ###  Cai(11064);Mer(3433) Bis(3781) Fen(3917) Cai(5306) Oli(10154);
23/10/24;4587443;Momi;1175345;Axe Mar Isa Mor Yas Krv;4617685;beryllium;1061692;Aur K'A Yas Cel Seb Axe;Oli(11064) Mar(11064) Axe(11064) Cai(11064) Bis(11064);Oli(7394) Fen(7394) Cai(11064) Axe(11064) Alb(9461);
23/10/24;4208957;patlacoche;1170029;Axe Seb Neb Jhu Isa Krv;4339929;Zulu;1040747;Dan Neb Seb Iri Mar Axe;Alb(11064) Cai(11064) Fen(11064) Mar(11064) Oli(11064);Cai(10154)  ###  Fen(8431) Alb(8908) Axe(11064);
23/10/24;4208957;patlacoche;1184362;Axe Mar Seb Kai K'A Krv;4846365;m11;945496;Krv K'A Jhu Iri Mar Oli;Axe(11064) Alb(11064) Bis(11064) Mar(11064) Oli(11064);Oli(8332) Fen(6894) Alb(8518) Bis(7506) Axe(6894);
23/10/24;4668830;TrumpReturns;1121500;Axe Fac Seb Kai K'A Aur;16036126;Nani;1069556;Krv K'A Yas Dan Mar Axe;Bis(8108) Alb(10770) Axe(11064) Vex(10154) Cai(11064);Oli(7025) Fen(4773) Alb(10154) Cai(5025) Axe(11064);
23/10/24;4411696;Feinripp;986420;Axe Faf Jor Seb Neb Jhu;4181297;JimGlatze 2;931798;Krv Seb Ori Iri Mar Alb;Mar(9018) Oli(10812) Alb(11064) Cai(11064) Fen(9790);Oli(6894) Alb(7767) Mer(6894) Bis(6894) Axe(6894);
22/10/24;4542929;Astro;1095634;Axe Hel Dor Ori Dan Krv;4868968;linda;1026381;Yas Cel Jhu Neb Seb Axe;Bis(9428) Axe(11064) Mer(9428) Fen(9428) Oli(11064);Alb(11064) Axe(9428) Vex(4773) Cai(7804) Oli(7804);
22/10/24;4587443;Momi;1158849;Axe Mar Isa Dan Yas Ruf;15095779;Saeftel;903792;Yas Dan Cel Iri Pho Cai;Oli(11064) Mar(11064) Cai(11064) Fen(11064) Alb(11064);Cai(8518) Fen(4963) Axe(7758) Alb(7744) Mer(5417);
21/10/24;4668830;TrumpReturns;1120892;Axe Fac Seb Kai K'A Aur;4857195;Valdi33;958073;Gal K'A Yas Dan Cel Axe;Axe(11064) Alb(10728) Bis(8108) Vex(10154) Cai(11064);Oli(6940) Fen(6136) Alb(6908) Cai(6894) Axe(6894);
21/10/24;4712527;HRCAK;1155592;Alb Mar Jhu Cel Yas Aur;4187814;Ватник 4187814;990099;Krv Gal Dan Pho Mar Axe;Oli(11064) Fen(11064) Axe(11064) Alb(11064) Cai(11064);Alb(9428) Fen(7804) Cai(7804) Axe(9428) Oli(11064);
21/10/24;4208957;patlacoche;1181444;Axe Seb Kai Dan K'A Krv;11466966;Колобок;977397;Krv K'A Seb Fac Mar Alb;Alb(11064) Bis(11064) Cai(11064) Mar(11064) Oli(11064);Oli(9692) Fen(8598) Alb(11064) Bis(5713) Axe(6758);
19/10/24;4868542;stratis;1124545;Axe Hel Dor Ori Neb Aur;4214529;Захватчик;1133409;Ast K'A Neb Seb Mar Axe;Kho(9527) Mer(11064) Axe(11064)  ###  Cai(11064);Oli(11064) Fen(11064) Cai(11064) Alb(11064) Axe(11064);
19/10/24;4292840;Mangas;1106251;Cai LaC Seb Neb Yas Krv;4181126;Сварог;1132197;Aur Kri Cel Seb Lrs Axe;Vex(6894) Alb(11064) Cai(11064) Fen(11064) Oli(11064);Cai(11064) Mer(11064) Axe(11064) Alb(9428) Kho(9820);
19/10/24;4668830;TrumpReturns;1100574;Axe Mar Fac Jor K'A Aur;45475382;Радегаст;1074986;Aur Ruf Ish Neb Seb Axe;Oli(9018) Bis(8108) Axe(11064) Vex(10154) Cai(11064);Axe(11064) Oli(11064) Fen(11064) Cai(11064) Alb(11064);
19/10/24;4411696;Feinripp;1050730;Axe Jet Dor Lia Yas Kay;4374378;Misteri;1115333;Gal Ara Jhu Seb Mar Axe;Axe(11064) Mer(7394) Mar(9018) Cai(11064) Bis(7394);Oli(11064) Mar(11064) Fen(11064) Alb(11064) Axe(11064);
19/10/24;4587443;Momi;1166901;Axe Mar Isa Dan Yas Krv;6132268;Chuvak64;1135483;Krv Yas Isa Seb Mar Axe;Axe(11064) Mar(11064) Fen(11064) Cai(11064) Bis(11064);Bis(11064) Cai(11064) Oli(11064) Alb(11064) Axe(11064);
19/10/24;4868542;stratis;1043437;Axe Hel Ori Neb Mor Aur;11460409;Уникум;1133920;Ruf Ami Hei Pol Mar Kho;Kho(9527) Axe(11064)  ###  Oli(9461) Cai(11064);Oli(11064) Bis(11064) Cai(11064) Kho(11064) Axe(11064);
19/10/24;4668830;TrumpReturns;1103052;Axe Fac Jor Kai K'A Aur;45476935;Хроник Хаоса;1036040;Ruf Ish Seb Iri Faf Axe;Mar(8108) Axe(11064) Bis(8108) Vex(10154) Cai(11064);Axe(11064) Fen(8196) Alb(11064) Bis(11064) Oli(11064);
18/10/24;4868542;stratis;1124545;Axe Hel Dor Ori Neb Aur;4820170;Butch;1047319;Ast Ami Neb Hei Pol Kho;Kho(9527) Mer(11064) Axe(11064)  ###  Cai(11064);Oli(11064) Axe(11064) Cai(11064) Alb(11064) Bis(9428);
18/10/24;4868542;stratis;1113165;Kho Hel Dor Ori Neb Aur;4621490;Teamel VUR;1002532;Aur Dan Neb Seb Mar Mar;Kho(9527) Mer(11064) Axe(11064)  ###  Cai(11064);Mer(9428) Fen(5947) Cai(9428) Alb(9428) Axe(9428);
18/10/24;4712527;HRCAK;1154580;Alb Mar Jhu Cel Yas Aur;4325679;sakurakko;1091501;Krv Dan Seb Iri Dor Axe;Oli(11064) Fen(11064) Axe(11064) Alb(11064) Cai(11064);Oli(11064) Cai(9428) Fen(7804) Alb(9428) Axe(11064);
18/10/24;4364346;Team 563799;1121280;Alb Mar Mor Dan Yas Krv;4415886;TAKAYUU;1030304;Krv K'A Yas Ori Mar Oli;Axe(11064) Oli(11064) Fen(11064) Cai(9428) Alb(11064);Oli(11064) Fen(4198) Alb(5766) Bis(4729) Axe(11064);
18/10/24;4712527;HRCAK;1106164;Alb Mar Jhu Mor Yas Aur;4434255;hououki;1123400;Ruf Dan Neb Seb Mar Axe;Oli(11064) Fen(11064) Axe(11064) Alb(11064) Cai(11064);Oli(9428) Fen(11064) Cai(11064) Alb(11064) Axe(11064);
18/10/24;23402789;Ragto;1102192;Alb Dor Iri Hei Mor Krv;4453006;Flat;1139838;Ruf Dan Seb Iri Mar Axe;Mer(9018) Bis(10154) Axe(11064) Oli(11064) Alb(11064);Axe(11064) Cai(11064) Alb(11064) Bis(11064) Oli(11064);
17/10/24;4712527;HRCAK;1154580;Alb Mar Jhu Cel Yas Aur;4252976;rmh;1076564;Krv Dan Mor Seb Iri Axe;Oli(11064) Fen(11064) Axe(11064) Alb(11064) Cai(11064);Oli(11064) Cai(11064) Axe(11064) Fen(11064) Alb(11064);
17/10/24;4668830;TrumpReturns;1119764;Axe Fac Seb Kai K'A Aur;4362648;Oberon;1028609;Krv K'A Seb Aid Iri Axe;Mar(8108) Alb(10630) Axe(11064) Vex(10154) Cai(11064);Bis(11064) Mar(11064) Alb(11064) Kho(4773) Oli(11064);
15/10/24;4868542;stratis;1124545;Axe Hel Dor Ori Neb Aur;4169990;besik;1145302;Krv Gal Ara Mor Mar Oli;Mer(11064) Axe(11064) Kho(9527)  ###  Cai(11064);Bis(9428) Fen(10448) Alb(11064) Axe(9428) Oli(11064);
14/10/24;23402789;Ragto;1144483;Axe Iri Seb Cel Dan Krv;4857195;Valdi33;953905;Gal K'A Yas Dan Cel Axe;Alb(11064) Fen(7804) Axe(11064) Cai(9018) Oli(11064);Oli(6885) Fen(6092) Alb(6908) Cai(6894) Axe(6894);
14/10/24;4712527;HRCAK;1153511;Alb Mar Jhu Cel Yas Aur;11466966;Колобок;974963;Krv K'A Seb Fac Mar Alb;Oli(11064) Fen(11064) Axe(11064) Alb(11064) Cai(11064);Oli(9692) Fen(8255) Alb(11064) Bis(5713) Axe(6758);
14/10/24;4454896;Team D;1125974;Axe Hel Ori Seb Neb Dan;15112729;ЗАСС;1016615;Krv Yas Cel Jhu Mar Alb;Mer(6676) Axe(11064) Alb(11064)  ###  Cai(11064);Alb(11064) Cai(11064) Axe(11064) Fen(11064) Oli(11064);
12/10/24;4868542;stratis;1124536;Axe Hel Dor Ori Neb Aur;4260614;Кречет;1104691;Ast Ami Neb Lia Mar Axe;Mer(11064) Axe(11064) Kho(9516)  ###  Cai(11064);Oli(11064) Bis(11064) Cai(11008) Alb(11064) Axe(11064);
12/10/24;4587443;Momi;1166901;Axe Mar Isa Dan Yas Krv;4181126;Сварог;1130966;Aur Kri Cel Seb Lrs Axe;Axe(11064) Mar(11064) Fen(11064) Cai(11064) Bis(11064);Cai(11064) Mer(11064) Axe(11064) Alb(9428) Kho(9820);
12/10/24;4542929;Astro;1090761;Axe Hel Dor Ori Dan Krv;4231064;SASh;1069381;Dan Ami Neb Ori Iri Kho;Bis(9428) Axe(11064) Mer(9428) Fen(9428) Oli(11064);Fen(11064) Axe(11064) Cai(11064) Kho(11064) Alb(11064);
12/10/24;4454896;Team D;1100787;Axe Iri Ori Seb Cel Aur;4374378;Misteri;1113543;Gal Ara Jhu Seb Mar Axe;Alb(11064) Mar(11064) Oli(11064) Axe(11064) Cai(11064);Oli(11064) Mar(11064) Fen(11064) Alb(11064) Axe(11064);
12/10/24;4454896;Team D;1079828;Axe Jet Hei Seb Neb Dan;4612994;Умница;1067637;Ruf Dan Seb Iri Mar Axe;###  Axe(11064) Oli(11064)  ###  Cai(11064);Oli(11064) Cai(11064) Fen(11064) Alb(11064) Axe(11064);
11/10/24;4712527;HRCAK;1151193;Alb Mar Jhu Cel Yas Aur;4347766;Grolabar;934194;Dan Neb Ori Iri Hel Axe;Oli(11064) Fen(11064) Axe(11064) Alb(11064) Cai(11064);Cai(4773)  ###  Axe(11064) Oli(11064) Bis(4773);
11/10/24;4411696;Feinripp;975916;Axe Faf Jor Seb Neb Jhu;4415886;TAKAYUU;1027207;Krv K'A Yas Ori Mar Oli;Mar(9018) Oli(10462) Alb(11064) Cai(11064) Fen(9483);Oli(10952) Fen(4198) Alb(5766) Bis(4729) Axe(11064);
10/10/24;4868542;stratis;1113372;Axe Hel Dor Ori Neb Aur;4171300;Kislo;1139613;Cle Sat Cel Lia Mar Axe;Mer(11064)  ###  Axe(11064)  ###  Cai(11064);Oli(9734) Mer(11064) Kho(6540) Bis(11064) Axe(11064);
10/10/24;4868542;stratis;1103911;Axe Hel Dor Ori Jor Aur;4320322;Adam121;1005449;Dan Neb Seb Iri Dor Axe;Mer(11064)  ###  Axe(11064) Oli(9461) Cai(11064);Cai(11064)  ###  Oli(11064) Alb(11064) Axe(11064);
9/10/24;23402789;Ragto;1144483;Axe Iri Seb Cel Dan Krv;16036126;Nani;1064523;Krv K'A Yas Dan Mar Axe;Alb(11064) Fen(7804) Axe(11064) Cai(9018) Oli(11064);Oli(7025) Fen(4773) Alb(10154) Cai(5025) Axe(11064);
9/10/24;4587443;Momi;1166901;Axe Mar Isa Dan Yas Krv;4181297;JimGlatze 2;921975;Krv Seb Ori Iri Mar Alb;Axe(11064) Mar(11064) Fen(11064) Cai(11064) Bis(11064);Oli(6894) Alb(7613) Mer(6894) Bis(6894) Axe(6894);
8/10/24;4668830;TrumpReturns;1097105;Axe Seb Cel Yas K'A Aur;4330684;Helle;1064737;Ast K'A Yas Seb Mar Axe;Oli(9018) Axe(11064) Alb(10378) Vex(10154) Cai(11064);Axe(11064) Fen(11064) Cai(5913) Alb(11064) Oli(9428);
8/10/24;4454896;Team D;1123840;Axe Hel Iri Ori Neb Dan;11706745;Team Black;1031252;Ast Yas Sat May Iri Axe;Mer(6676) Alb(11064) Axe(11064)  ###  Cai(11064);Oli(6894) Cai(7576) Mer(6894) Axe(10154) Alb(8782);
8/10/24;4868542;stratis;1033435;Axe Hel Aid Ori Neb Aur;4703087;Phrixus;1116579;Aur Yas Dan Iri Mar Axe;Mer(11064) Kho(9505) Axe(11064)  ###  Cai(11064);Axe(11064) Cai(9428) Fen(11064) Alb(11064) Oli(9580);
8/10/24;4668830;TrumpReturns;1099643;Axe Mar Fac Jor K'A Aur;4620442;Miles;932830;Krv K'A Mor Pho Mar Axe;Oli(9018) Mar(8108) Axe(11064) Vex(10154) Cai(11064);Alb(11064) Fen(8518) Axe(11064)  ###  Oli(6894);
8/10/24;4542929;Astro;1090445;Axe Hel Dor Ori Dan Krv;4868968;linda;1032412;Yas Cel Jhu Neb Seb Alb;Bis(9428) Axe(11064) Mer(9428) Fen(9428) Oli(11064);Fen(7804) Mer(11064) Vex(4773) Cai(7804) Alb(11064);
7/10/24;4868542;stratis;1113372;Axe Hel Dor Ori Neb Aur;4598759;Rompehuesos;1115490;Kay Mrk Yas Dan Hel Axe;Mer(11064)  ###  Axe(11064)  ###  Cai(11064);Bis(11064) Oli(11064) Fen(9018) Cai(11064) Axe(10025);
5/10/24;4868542;stratis;1113372;Axe Hel Dor Ori Neb Aur;44413340;Вася;1172806;Aur Dan Seb Hei LaC Axe;Mer(11064)  ###  Axe(11064)  ###  Cai(11064);Mer(6015) Cai(11064) Alb(11064) Bis(9540) Vex(11064);
5/10/24;4668830;TrumpReturns;1101645;Axe Fac Jor Kai K'A Aur;45475382;Радегаст;1049144;Ruf Ish Ami Neb Seb Axe;Mar(8108) Oli(9018) Axe(11064) Vex(10154) Cai(11064);Alb(11064) Fen(11064) Axe(11064) Cai(11064) Oli(11064);
5/10/24;4668830;TrumpReturns;1101645;Axe Fac Jor Kai K'A Aur;45476935;Хроник Хаоса;1011931;Ruf Ish Neb Iri Faf Axe;Mar(8108) Oli(9018) Axe(11064) Vex(10154) Cai(11064);Axe(11064) Fen(7116) Cai(11064) Bis(11064) Oli(11064);
4/10/24;4868542;stratis;1124331;Axe Hel Dor Ori Neb Aur;4820170;Butch;1109937;Qin Neb Seb LaC The Kho;Bis(9428) Axe(11064) Mer(11064)  ###  Cai(11064);Cai(11064)  ###  Alb(11064) Mar(9428) Mer(9428);
3/10/24;4292840;Mangas;1095446;Cai LaC Seb Neb Yas Krv;4792734;Bete;1043095;Ast K'A Jhu Jor Mar Axe;Mar(5683) Alb(11064) Cai(11064) Fen(11064) Oli(11064);Bis(4773) Fen(10154) Alb(11064) Axe(11064) Oli(4773);
2/10/24;4668830;TrumpReturns;1058498;Axe Iri Seb Cel K'A Aur;4337192;KVaKo;1093201;Ast Yas Cel Seb Mar Axe;Alb(9972) Oli(9018) Axe(11064) Vex(10154) Cai(11064);Axe(10154) Cai(4773) Mer(4773) Alb(8518) Oli(10154);
2/10/24;4454896;Team D;1079907;Axe Jet Ori Seb Neb Dan;4620442;Miles;931854;Krv K'A Mor Pho Mar Axe;Oli(11064) Axe(11064) Alb(11064)  ###  Cai(11064);Alb(11064) Fen(8518) Axe(11064)  ###  Oli(6894);
1/10/24;4868542;stratis;957602;Axe Aid Ori Seb Isa Aur;11707914;Team White;998108;Ast Ara Kri Neb Lrs Mar;Kho(9428) Axe(11064) Alb(9292) Mar(7532) Cai(11064);Oli(6894) Axe(10154) Bis(6894) Cai(6894) Mar(8518);
1/10/24;4587443;Momi;1170398;Axe Mar Ori Isa Yas Krv;4752753;langsom;1029381;Krv K'A Seb Ori Mar Bis;Axe(11064) Mer(11064) Mar(11064) Cai(11064) Bis(11064);Alb(11064) Mar(4054) Fen(4326) Bis(11064) Oli(9428);
1/10/24;4868542;stratis;1123086;Axe Hel Dor Ori Neb Aur;11706602;Team 12278365;1039247;Krv Yas Mor Jor Dor Alb;Bis(9428) Axe(11064) Mer(11064)  ###  Cai(11064);Alb(11064) Cai(6894) Axe(10154) Oli(6894) Mer(5766);
1/10/24;4208957;patlacoche;1178032;Axe Mar Seb Dan K'A Krv;45392471;932;963630;Ruf Dan Seb Iri Mar Cai;Axe(11064) Oli(11064) Fen(11064) Mar(11064) Alb(11064);Oli(5766) Cai(11064) Alb(8108) Bis(6678) Axe(9018);
30/9/24;4868542;stratis;1123086;Axe Hel Dor Ori Neb Aur;4699445;AlA;1058527;Aur Ara Cel Ami Ori Kho;Bis(9428) Axe(11064) Mer(11064)  ###  Cai(11064);Cai(11064) Mar(9428) Axe(11064) Oli(11064) Bis(8110);
30/9/24;4411696;Feinripp;1052784;Axe Jet Dor Pho Lia Yas;10454397;1010;1021400;Dan Seb Iri Dor Jet Cai;Axe(11064) Mer(7394) Kho(7394) Mar(9018) Cai(11064);Cai(11064) Alb(11064) Oli(9505) Mer(6484) Axe(11064);
30/9/24;23402789;Ragto;1092498;Alb Dor Iri Hei Mor Krv;4613289;Tom;1104720;Ruf Ish Ara Seb Hei Axe;Mer(9018) Bis(9018) Alb(11064) Axe(11064) Oli(11064);Oli(9483) Fen(11064) Axe(11064) Alb(10588) Cai(11064);
30/9/24;4668830;TrumpReturns;1100356;Axe Fac Jor Kai K'A Aur;6749990;Sen;1079945;Ruf Ish Dan Seb Faf Axe;Mar(8108) Oli(9018) Axe(11064) Vex(10154) Cai(11064);Bis(11064) Fen(11064) Cai(11064) Alb(11064) Oli(11064);
30/9/24;4292840;Mangas;1094787;Cai LaC Seb Neb Yas Krv;6750016;REX;924623;Ruf Neb Hei Iri Dor Kho;Mar(5683) Alb(11064) Cai(11064) Fen(11064) Oli(11064);Bis(9652) Cai(9018) Alb(11064) Oli(9428) Axe(11064);
27/9/24;4454896;Team D;1135702;Axe Iri Ori Seb Neb Dan;4347766;Grolabar;922151;Krv Ara Neb Seb Hel Axe;Alb(11064) Axe(11064) Fen(5683)  ###  Cai(11064);Oli(11064) Mar(6922) Cai(4773) Fen(5683) Bis(4773);
25/9/24;4868542;stratis;1019747;Axe Hel Aid Ori Neb Aur;45392471;932;1016087;Aur Dan Seb Iri Mar Cai;Mer(11064) Kho(9428) Axe(11064)  ###  Cai(11064);Cai(11064) Fen(5816) Alb(8108) Bis(6678) Axe(9018);
25/9/24;4208957;patlacoche;1181563;Axe Mar Seb Kai K'A Krv;4552702;Draco Auneum;914299;Aur Isa Jhu Neb Seb Alb;Axe(11064) Alb(11064) Bis(11064) Mar(11064) Oli(11064);Bis(6676) Mar(7804) Fen(9428) Cai(9428) Alb(9450);
25/9/24;4542929;Astro;1115333;Axe Mar Ori Mor Dan Krv;4507528;Zugami;984894;Krv Jhu Neb Seb Mar Axe;Axe(11064) Mer(9428)  ###  Fen(9428) Oli(11064);Oli(8324) Fen(11064) Cai(6032) Alb(11064) Axe(11064);
25/9/24;4587443;Momi;1160704;Axe Mar Ori Isa Dan Krv;20946340;935;958459;Ruf Ami Hei Iri Mar Cai;Axe(11064) Mer(11064) Mar(11064) Cai(11064) Bis(11064);Oli(6676) Bis(9531) Cai(11064) Alb(10448) Axe(8472);
24/9/24;4292840;Mangas;1092558;Cai LaC Seb Neb Yas Krv;4662563;Georgian;988889;Ast K'A Neb Fac Mar Fen;Mar(5683) Alb(11064) Cai(11064) Fen(11064) Oli(11064);Oli(5153) Fen(10154) Cai(8518) Axe(10154)  ###;
24/9/24;4668830;TrumpReturns;1112839;Axe Fac Seb Kai K'A Aur;4169990;besik;1140899;Krv Gal Ara Mor Mar Oli;Mar(8108) Alb(9692) Axe(11064) Vex(10154) Cai(11064);Bis(9428) Fen(10098) Alb(11064) Axe(9428) Oli(11064);
21/9/24;4868542;stratis;1111154;Axe Hel Dor Ori Neb Aur;4585452;PremKing;1056098;Ast Ish Dan Cel Seb Axe;Mer(11064)  ###  Axe(11064)  ###  Cai(11064);Axe(11064) Fen(4773) Cai(11064) Kho(10154) Alb(11064);
