date time;attacker id;att name;att power;att team;defender id;def name;def power;team;attacker patronage;defender patronage;
7/12/24;4668830;TrumpReturns;1130543;Axe Fac Seb Kai K'A Aur;4231064;SASh;1123868;Dan Ami Neb Iri Mar Kho;Mar(8108) Alb(11064) Axe(11064) Vex(10154) Cai(11064);Fen(11064) Oli(11064) Cai(11064) Alb(11064) Axe(11064);
7/12/24;4868542;stratis;951024;Kho Pol Aug Ori Ara Aur;11460409;Уникум;1167413;Dan Neb Hei Aid Mar Kho;Kho(11064) Alb(9428) Mer(11064) Mar(8112) Cai(11064);Cai(11064)  ###  Alb(11064) Kho(11064) Axe(11064);
7/12/24;4411565;СКАРАБЕЙ;1129934;Axe Mar Seb Yas K'A Ast;21554377;Kagami;1157410;Ruf Seb Hei Iri Dor Axe;Axe(11064) Alb(11064) Cai(11064) Fen(10758) Oli(8754);Oli(11064) Fen(11064) Alb(11064) Bis(11064) Axe(11064);
6/12/24;4868542;stratis;945942;Kho Pol Aug Ori Ara Aur;4705284;MoonRingBear;1116862;Ast Ami Neb Hei Mar Axe;Kho(11064) Alb(9428) Mer(11064) Mar(8024) Cai(11064);Oli(11064) Bis(11064) Cai(11064) Alb(11064) Axe(11064);
6/12/24;4668830;TrumpReturns;1113736;Axe Seb Cel Yas K'A Aur;4840771;kfc;1183362;Ast K'A Jhu Fac Mar Oli;Oli(9018) Axe(11064) Alb(11064) Vex(10154) Cai(11064);Bis(11064) Fen(11064) Alb(11064) Mar(11064) Oli(11064);
6/12/24;4868542;stratis;1131453;Axe Hel Dor Ori Neb Aur;4701993;gachan;1202451;Aur Yas Qin Cel Iri Axe;Kho(11064) Axe(11064) Mer(11064)  ###  Cai(11064);Bis(11064) Fen(11064) Cai(11064) Axe(11064) Alb(11064);
6/12/24;4454896;Team D;1119435;Axe Iri Seb Isa Dan Ruf;4292695;Fatal_fury;1041163;Dan Neb Ori Aug Aid Kho;Alb(11064) Fen(5963) Oli(11064) Cai(11064) Bis(7394);Cai(11064)  ###  Axe(11064) Alb(11064) Mer(11064);
6/12/24;4411565;СКАРАБЕЙ;1129509;Axe Mar Seb Yas K'A Ast;4619992;Nisar;1064055;Krv Jhu Neb Seb Mar Axe;Axe(11064) Alb(11064) Cai(11064) Fen(10674) Oli(8754);Bis(9428) Fen(9692) Cai(9428) Alb(11064) Axe(9428);
5/12/24;4668830;TrumpReturns;1010995;Axe Mar Jor Seb Neb Jhu;4298947;Nitzky;1059028;Ruf Ami Neb Hei Mar Kho;Oli(9018) Axe(11064) Alb(11064) Cai(11064) Vex(10154);Oli(11064) Bis(6327) Cai(11064) Alb(11064) Axe(11064);
5/12/24;4411565;СКАРАБЕЙ;1129509;Axe Mar Seb Yas K'A Ast;21748584;Mr.lee;1059565;Ruf Ara Cel Hei Iri Kho;Axe(11064) Alb(11064) Cai(11064) Fen(10674) Oli(8754);Bis(9428) Mar(6676) Axe(11064) Cai(9428) Oli(9428);
4/12/24;4411696;Feinripp;1070859;Axe Jet Dor Lia Yas Kay;4499882;Erdimain;1123855;Ast Gal May Art The Fen;Axe(11064) Mer(7394) Mar(9018) Cai(11064) Bis(7394);Oli(11064) Alb(10994) Axe(7804) Fen(11064) Mer(7804);
4/12/24;4454896;Team D;1133627;Axe Ori Seb Isa Dan Ruf;4820170;Butch;1077475;Aur Ara Ori Aug The Kho;Axe(11064) Alb(11064) Oli(11064) Cai(11064) Bis(7240);Cai(11064) Mar(9527) Bis(9428) Alb(11064) Mer(11064);
4/12/24;4587443;Momi;1157733;Axe Mar Neb Jhu Isa Krv;20927669;Hi-Ji;1060556;Aur Qin Cel Iri Mar Axe;Axe(11064) Cai(11064) Fen(11064) Mar(11064) Bis(11064);Axe(10378) Fen(9428) Mer(9428) Alb(9538) Oli(7914);
4/12/24;4208957;patlacoche;1187201;Axe Seb Kai Dan K'A Krv;4434255;hououki;1134216;Ruf Dan Neb Seb Mar Axe;Alb(11064) Bis(11064) Cai(11064) Mar(11064) Oli(11064);Oli(9428) Fen(11064) Cai(11064) Alb(11064) Axe(11064);
4/12/24;4668830;TrumpReturns;1112335;Axe Fac Jor Kai K'A Aur;20927731;gabacho;1119419;Ruf Dan Seb Iri Mar Axe;Mar(8108) Axe(11064) Bis(8866) Vex(10154) Cai(11064);Oli(11064) Fen(1895) Alb(11064) Bis(11064) Axe(11064);
3/12/24;4208957;patlacoche;1184362;Axe Mar Seb Kai K'A Krv;47186021;Blue;1111686;Ast Yas Isa Jhu Mar Axe;Axe(11064) Alb(11064) Bis(11064) Mar(11064) Oli(11064);Oli(11064) Cai(11064) Mar(6327) Alb(11064) Axe(11064);
3/12/24;4868542;stratis;864892;Axe Pol Aug Ori Jud Aur;20923405;Seelenjaeger;1149685;Ast Yas Jhu Neb Mar Oli;Kho(11064) Alb(9428) Mer(11064) Mar(7925) Cai(11064);Bis(8589) Fen(11064) Alb(11064) Cai(9428) Oli(11064);
3/12/24;4868542;stratis;864892;Axe Pol Aug Ori Jud Aur;10993884;Xiombad;1128680;Ast Yas Seb Gin Mar Axe;Kho(11064) Alb(9428) Mer(11064) Mar(7925) Cai(11064);Bis(7804) Alb(11064) Oli(11064) Fen(7859) Axe(11064);
3/12/24;4411565;СКАРАБЕЙ;1122147;Axe Mar Fac Yas K'A Ast;20930588;Gandolf;958740;Aur Jul And Yas Mar Oli;Axe(11064) Kho(6916) Cai(11064) Fen(10548) Oli(8754);Mer(3433) Bis(4252) Fen(3917) Cai(5306) Oli(10154);
3/12/24;4668830;TrumpReturns;1130099;Axe Fac Seb Kai K'A Aur;4750810;Warwood;1028506;Gal Drk Pho The Mar Fen;Mar(8108) Alb(11064) Axe(11064) Vex(10154) Cai(11064);Fen(11064) Cai(9428) Mer(7487) Mar(9428) Oli(8518);
3/12/24;23402789;Ragto;886643;Kho Aid Aug Ori Neb Dan;4257149;Ernst Haft;1151894;Krv Ara Mor Moj Pho Oli;Kho(5417) Alb(11064) Axe(11064)  ###  Cai(9018);Oli(11064) Mar(9428) Axe(11064) Mer(10112) Alb(9428);
3/12/24;4292840;Mangas;1123363;Cai LaC Seb Neb Yas Krv;4834135;Gagar;959109;Krv Gal Gin Pho The Fen;Vex(8782) Alb(11064) Cai(11064) Fen(11064) Oli(11064);Bis(4543) Alb(4773) Fen(10154) Axe(6894) Mar(7422);
3/12/24;4712527;HRCAK;1165424;Alb Mar Jhu Cel Yas Aur;4680915;Team WEGO;1060648;Krv Gal Yas Mor The Axe;Oli(11064) Fen(11064) Axe(11064) Alb(11064) Cai(11064);Alb(10154) Oli(5766) Fen(3620) Axe(11064) Mar(3144);
3/12/24;4587443;Momi;1169915;Axe Mar Isa Mor Dan Krv;4846365;m11;984236;Krv K'A Jhu Iri Mar Alb;Oli(11064) Mar(11064) Axe(11064) Cai(11064) Bis(11064);Oli(8332) Fen(6894) Alb(8518) Bis(8108) Axe(6894);
3/12/24;23402789;Ragto;1146872;Axe Iri Seb Cel Dan Krv;4851844;Blacky;1048671;Krv K'A Yas Mor Mar Oli;Alb(11064) Fen(7804) Axe(11064) Cai(9018) Oli(11064);Alb(11064) Mar(6601) Cai(9020) Axe(11064) Oli(9428);
3/12/24;4208957;patlacoche;1184362;Axe Mar Seb Kai K'A Krv;55672903;JAM;1085071;Yas Ara Mor Jhu Mar Alb;Axe(11064) Alb(11064) Bis(11064) Mar(11064) Oli(11064);Alb(11064) Mar(6676) Axe(11064) Vex(10154) Oli(6676);
2/12/24;4868542;stratis;862085;Axe Pol Aug Ori Jud Aur;4425955;Tobi;1057994;Dan Jhu Neb Hei Mar Kho;Kho(11064) Alb(9428) Mer(11064) Mar(7903) Cai(11064);Cai(10154) Vex(6484)  ###  Alb(11064) Axe(11064);
2/12/24;23402789;Ragto;1146872;Axe Iri Seb Cel Dan Krv;4489790;Ap4ihh;1026158;Gal K'A Yas Dan The Axe;Alb(11064) Fen(7804) Axe(11064) Cai(9018) Oli(11064);Oli(9428) Fen(6894) Alb(10154) Cai(6484) Axe(11064);
2/12/24;4712527;HRCAK;1165424;Alb Mar Jhu Cel Yas Aur;4781852;BaianoTheBest;1108357;Krv Yas Dan Seb Mar Axe;Oli(11064) Fen(11064) Axe(11064) Alb(11064) Cai(11064);Oli(10154) Alb(10154) Cai(10154)  ###  Axe(10154);
29/11/24;4868542;stratis;1131314;Axe Hel Dor Ori Neb Aur;21750389;kuga;1052518;Dan Neb Seb Iri Dor Cai;Kho(11064) Axe(11064) Mer(11064)  ###  Cai(11064);Cai(11064)  ###  Alb(11064) Bis(7262) Axe(11064);
29/11/24;23402789;Ragto;1128085;Alb Dor Iri Hei Mor Krv;4751615;Thunder;1036022;Ruf Dan Ami Seb The Axe;Mer(10252) Bis(10364) Axe(11064) Oli(11064) Alb(11064);Oli(8146) Cai(11064) Axe(10657) Fen(9018) Mer(9018);
28/11/24;23402789;Ragto;1149001;Axe Iri Seb Cel Dan Krv;4637969;strelok;1074606;And Kei Jhu Lia Jet Axe;Bis(10364) Oli(11064) Axe(11064) Cai(9018) Alb(11064);Oli(11064) Fen(11064) Alb(10154) Kho(5766) Axe(11064);
28/11/24;4411565;СКАРАБЕЙ;1121833;Axe Mar Fac Yas K'A Ast;4222452;Moro;991976;Ast Kei Neb Jor Mar Alb;Axe(11064) Kho(6916) Cai(11064) Fen(10324) Oli(8754);Oli(11064) Alb(11064) Cai(11064)  ###  Axe(5533);
28/11/24;4587443;Momi;1157733;Axe Mar Neb Jhu Isa Krv;46599889;Skorpio;1008527;Aur Jor Ori Dor Hel Bis;Axe(11064) Cai(11064) Fen(11064) Mar(11064) Bis(11064);Bis(10154) Oli(5766) Axe(4773)  ###  Mer(6894);
28/11/24;4587443;Momi;1165193;Axe Mar Isa Cel Mor Krv;4407602;Лулу;1050562;Cle Yas Jhu Lia Mar Axe;Axe(11064) Mar(11064) Mer(11064) Oli(11064) Bis(11064);Oli(11064) Cai(11064) Alb(11064) Kho(4773) Axe(11064);
28/11/24;4529972;Team ICE;1100457;Oli Mar Fac Seb K'A Krv;4255449;Buka;982427;Krv Ast Yas Kei Ori Alb;###  Axe(11064) Alb(7860) Fen(10154) Oli(11064);Oli(9428) Axe(9428) Cai(4773) Fen(7946) Mer(11064);
28/11/24;4668830;TrumpReturns;1112635;Axe Fac Jor Kai K'A Aur;4815567;denis;1076366;Krv Dan Seb Fac Mar Oli;Bis(8771) Oli(9018) Axe(11064) Vex(10154) Cai(11064);Oli(11064) Cai(5766) Fen(4773) Kho(11064) Axe(7828);
28/11/24;4454896;Team D;1068205;Axe Hel Aug Ori Neb Dan;4822596;FireScarLion;1091683;Krv K'A Yas Dan Cel Axe;Mer(6676) Alb(11064) Axe(11064)  ###  Cai(11064);Oli(5683) Fen(11064) Alb(11064) Cai(11064) Axe(11064);
28/11/24;4868542;stratis;843935;Axe Pol Aug Ori Jud Aur;4411294;Aleks125;1088470;Krv May Mor Jor Mar Alb;Kho(11064)  ###  Mer(11064) Mar(7859) Cai(11064);Oli(11064) Alb(11064) Axe(11064)  ###   ###;
28/11/24;23402789;Ragto;1068382;Alb Dor Aug Hei Mor Krv;4407616;Vizshura;1093441;Krv Mor Seb Iri Mar Axe;Mer(10252) Bis(10364) Alb(11064) Axe(11064) Oli(11064);Alb(11064)  ###  Fen(11064) Oli(7804) Axe(11064);
28/11/24;4668830;TrumpReturns;1031588;Axe Iri Seb Isa Cel Aur;42251010;Firestarter;1013945;Krv Yas Cel Ori Mar Axe;Bis(8771) Alb(11064) Oli(9018) Axe(11064) Cai(11064); ###   ###   ###   ###   ### ;
28/11/24;4208957;patlacoche;1184362;Axe Mar Seb Kai K'A Krv;4590606;Rampage;1117268;Krv Yas Dan Mor Dor Oli;Axe(11064) Alb(11064) Bis(11064) Mar(11064) Oli(11064);Alb(10154) Fen(10378) Cai(8518) Oli(11064) Axe(8518);
28/11/24;4411565;СКАРАБЕЙ;1121833;Axe Mar Fac Yas K'A Ast;4350627;Лен;1043256;Zir K'A Ara Jor Mar Axe;Axe(11064) Kho(6916) Cai(11064) Fen(10324) Oli(8754);Fen(7837) Mar(7632) Alb(10154) Axe(11064) Oli(5702);
27/11/24;4454896;Team D;1119910;Axe Hel Ori Neb Dan Ruf;4337192;KVaKo;1108558;Ast Yas Cel Iri Mar Axe;Mer(6676) Axe(11064)  ###  Cai(11064) Bis(6866);Axe(11064) Cai(5691) Mer(5047) Alb(8518) Oli(10154);
27/11/24;4668830;TrumpReturns;1098432;Axe Fac Kai Cel K'A Aur;11706745;Team Black;1044228;Ast Yas Sat May Iri Axe;Mar(8108) Bis(8771) Axe(11064) Vex(10154) Cai(11064);Oli(6927) Cai(8518) Mer(6894) Axe(10154) Alb(8782);
27/11/24;4454896;Team D;1068205;Axe Hel Aug Ori Neb Dan;4172989;ahe;974004;Krv K'A Kei Seb Mar Alb;Mer(6676) Alb(11064) Axe(11064)  ###  Cai(11064);Oli(6055) Mar(4773) Alb(10154) Fen(4803) Axe(5956);
27/11/24;4208957;patlacoche;1184362;Axe Mar Seb Kai K'A Krv;4301434;Shabar;1036548;Krv Qin Kei Mor Cel Axe;Axe(11064) Alb(11064) Bis(11064) Mar(11064) Oli(11064);Oli(11064) Cai(10154) Fen(8529) Axe(10154) Mer(4623);
27/11/24;4868542;stratis;1055250;Axe Hel Aug Ori Neb Aur;4463630;Jirisan;1138949;Krv Yas Kei Cel Mar Axe;Mer(11064) Kho(11064) Axe(11064)  ###  Cai(11064);Oli(10336) Cai(9018) Fen(11064) Mer(6894) Axe(11064);
27/11/24;4587443;Momi;1177083;Axe Mar Isa Mor Yas Krv;4857948;Dlaister;1063049;Yas Cel Jhu Neb Seb Alb;Oli(11064) Mar(11064) Axe(11064) Cai(11064) Bis(11064);Alb(11064) Mer(11064) Vex(4971) Cai(7804) Fen(7804);
27/11/24;23402789;Ragto;1149001;Axe Iri Seb Cel Dan Krv;4835200;LindaMax;1064481;Yas Cel Jhu Neb Seb Alb;Bis(10364) Oli(11064) Axe(11064) Cai(9018) Alb(11064);Alb(11064) Mer(11064) Fen(7804) Cai(7804) Oli(7804);
27/11/24;4292840;Mangas;1121811;Axe LaC Seb Neb Yas Krv;4868968;linda;1062874;Yas Cel Jhu Neb Seb Axe;Vex(8518) Alb(11064) Cai(11064) Fen(11064) Oli(11064);Alb(11064) Axe(11064) Vex(4971) Cai(7804) Oli(7804);
27/11/24;23402789;Ragto;1067540;Alb Dor Aug Hei Mor Krv;15095779;Saeftel;939116;Yas Dan Cel Iri Pho Cai;Mer(10252) Bis(10364) Axe(11064) Oli(11064) Alb(11064);Fen(4983) Cai(8922) Axe(8108) Alb(8108) Mer(5417);
25/11/24;4454896;Team D;1066612;Axe Aug Ori Neb Dan Ruf;4820170;Butch;1116566;Dan Mor Seb LaC Iri Cai;Alb(11064) Axe(11064)  ###  Cai(11064) Bis(6796);Cai(11064) Oli(11064) Fen(11064) Vex(11064) Alb(11064);
25/11/24;4668830;TrumpReturns;1119602;Axe Fac Jor Seb K'A Aur;4434255;hououki;1134216;Ruf Dan Neb Seb Mar Axe;Bis(8771) Axe(11064) Alb(11064) Vex(10154) Cai(11064);Oli(9428) Fen(11064) Cai(11064) Alb(11064) Axe(11064);
23/11/24;4668830;TrumpReturns;1011370;Axe Fac Jor Seb Neb Jhu;4697676;Team 4697676;1125227;Krv Ami Neb Hei Aid Axe;Mar(8108) Axe(11064) Alb(11064) Cai(11064) Vex(10154);Oli(11064) Bis(9450) Cai(11064) Alb(11064) Kho(9020);
22/11/24;4454896;Team D;1020526;Kho Jet Aug Ori Neb Dan;4621490;Teamel VUR;1025031;Aur Dan Neb Seb Mar Mar;Oli(11064) Kho(9428) Axe(11064)  ###  Cai(11064);Mer(9428) Fen(5947) Cai(9428) Alb(9428) Axe(9428);
21/11/24;4411565;СКАРАБЕЙ;1122090;Axe Mar Seb Yas K'A Ast;26470976;Po wong;932458;Aur Ruf Ara Ami Pol Axe;Axe(11064) Alb(11064) Cai(11064) Fen(10114) Oli(8754);Cai(11064) Oli(11064) Axe(11064) Bis(11064) Mar(11064);
20/11/24;4292840;Mangas;1131778;Cai Mar LaC Neb Yas Krv;4222452;Moro;974776;Ast Kei Neb Jor Mar Alb;Axe(11064) Vex(8052) Cai(11064) Fen(11064) Oli(11064);Oli(11064) Alb(11064) Cai(11064)  ###  Axe(5533);
20/11/24;4292840;Mangas;1131778;Cai Mar LaC Neb Yas Krv;4255449;Buka;981152;Krv Ast Yas Kei Ori Alb;Axe(11064) Vex(8052) Cai(11064) Fen(11064) Oli(11064);Oli(9428) Axe(9428) Cai(4773) Fen(7804) Mer(11064);
20/11/24;4868542;stratis;1116746;Axe Hel Dor Ori Neb Aur;4815567;denis;1053063;Krv Dan Mor Seb Mar Oli;Mer(11064)  ###  Axe(11064)  ###  Cai(11064);Alb(11064) Cai(5766) Oli(11064) Fen(4773) Axe(7367);
20/11/24;4411565;СКАРАБЕЙ;1121863;Axe Mar Seb Yas K'A Ast;4680067;BOSS;1027786;Krv K'A Seb Fac Mar Axe;Axe(11064) Alb(11064) Cai(11064) Fen(10114) Oli(8754);Oli(11064) Fen(9461) Alb(10392) Mar(9428) Axe(9428);
20/11/24;4454896;Team D;1058238;Axe Hel Aug Ori Neb Aur;42251010;Firestarter;1013357;Krv Yas Cel Ori Mar Axe;Mer(6676) Alb(11064) Axe(11064)  ###  Cai(11064); ###   ###   ###   ###   ### ;
20/11/24;4208957;patlacoche;1185346;Axe Mar Seb Dan K'A Krv;4350627;Лен;1042507;Zir K'A Ara Jor Mar Axe;Axe(11064) Alb(11064) Cai(11064) Mar(11064) Oli(11064);Fen(7837) Mar(7422) Alb(10154) Axe(11064) Oli(5702);
19/11/24;4668830;TrumpReturns;1110425;Axe Fac Jor Kai K'A Aur;4703087;Phrixus;1122591;Aur Dan Seb Iri Mar Axe;Mar(8108) Axe(11064) Bis(8108) Vex(10154) Cai(11064);Axe(11064) Fen(11064) Oli(10532) Alb(11064)  ###;
19/11/24;4587443;Momi;1177083;Axe Mar Isa Mor Yas Krv;20930624;Nefeli;916254;Aur Kri Cel Neb Lrs Axe;Oli(11064) Mar(11064) Axe(11064) Cai(11064) Bis(11064);Cai(6938) Axe(11064) Kho(6894)  ###  Mer(6220);
19/11/24;4292840;Mangas;1131715;Alb Mar LaC Neb Yas Krv;4857948;Dlaister;1060648;Yas Cel Jhu Neb Seb Alb;Axe(11064) Vex(7996) Cai(11064) Fen(11064) Oli(11064);Alb(11064) Mer(11064) Vex(4773) Cai(7804) Fen(7804);
19/11/24;4868542;stratis;1116746;Axe Hel Dor Ori Neb Aur;15095779;Saeftel;932141;Yas Dan Cel Iri Pho Cai;Mer(11064)  ###  Axe(11064)  ###  Cai(11064);Fen(4983) Cai(8838) Axe(8108) Alb(8108) Mer(5417);
18/11/24;4587443;Momi;1177083;Axe Mar Isa Mor Yas Krv;4690484;Ладомир;941371;Ast Yas Seb Iri Mar Axe;Axe(11064) Mar(11064) Oli(11064) Cai(11064) Bis(11064);Oli(9461) Cai(7804) Alb(11064) Bis(4773) Axe(11064);
18/11/24;4868542;stratis;1116746;Axe Hel Dor Ori Neb Aur;27688236;БЕРЕГИНЯ;1095635;Dan Jhu Seb Ori Hel Axe;Mer(11064)  ###  Axe(11064)  ###  Cai(11064);Cai(11064) Fen(6645) Alb(11064) Axe(11064) Mer(4912);
18/11/24;4668830;TrumpReturns;1110293;Axe Fac Jor Kai K'A Aur;4182055;Лесовод 12;1006254;Krv Dan Jhu Seb Mar Alb;Mar(8108) Axe(11064) Bis(8108) Vex(10154) Cai(11064);Alb(11064) Cai(7394) Fen(6484) Oli(6484) Axe(8518);
18/11/24;4668830;TrumpReturns;1108375;Axe Mar Fac Jor K'A Aur;4187814;Ватник 4187814;1000586;Krv Gal Dan Pho Mar Axe;Oli(9018) Mar(8108) Axe(11064) Vex(10154) Cai(11064);Alb(9428) Fen(7804) Cai(7804) Axe(9428) Oli(11064);
18/11/24;23402789;Ragto;1128085;Alb Dor Iri Hei Mor Krv;9235386;Ратник;1030439;Krv K'A Neb Seb Mar Axe;Mer(10252) Alb(11064) Axe(11064) Oli(11064) Bis(10364);Oli(11064) Fen(11064) Cai(6047) Alb(11064) Axe(11064);
18/11/24;4411565;СКАРАБЕЙ;1121424;Axe Mar Seb Yas K'A Ast;11466966;Колобок;987950;Krv K'A Seb Fac Mar Alb;Axe(11064) Alb(11064) Cai(11064) Fen(10114) Oli(8754);Oli(9692) Fen(9428) Alb(11064) Bis(5713) Axe(6894);
18/11/24;4868542;stratis;1116746;Axe Hel Dor Ori Neb Aur;4371565;jekarus73;1063130;Krv K'A Yas Mor Mar Axe;Mer(11064)  ###  Axe(11064)  ###  Cai(11064);Oli(11064) Vex(8518) Alb(11064) Axe(11064)  ###;
16/11/24;4411696;Feinripp;998447;Axe Faf Jor Seb Neb Jhu;4260614;Кречет;1135364;Ast Cel Ami Neb Lia Axe;Mar(9018) Oli(11064) Alb(11064) Cai(11064) Fen(10952);Oli(11064) Bis(11064) Axe(11064) Cai(11064) Alb(11064);
16/11/24;4868542;stratis;1115901;Axe Hel Dor Ori Neb Aur;44413340;Вася;1075483;Dan Neb Ori Aug Dor Kho;Mer(11064)  ###  Axe(11064)  ###  Cai(11064);Cai(11064)  ###  Axe(11064) Alb(11064) Mer(7028);
16/11/24;23402789;Ragto;1091098;Axe Mar Iri Neb Kei Krv;4257212;Василий;1111649;Krv Isa Jhu Seb Mar Axe;Axe(11064) Alb(11064) Cai(9018) Fen(7804) Oli(11064);Oli(11064) Mar(10225) Fen(11064) Alb(11064) Axe(11064);
15/11/24;4411696;Feinripp;1063271;Axe Jet Dor Lia Yas Kay;4818005;Team 4818005;1044900;Ara Mor Pho Pol Mar Axe;Axe(11064) Mer(7394) Mar(9018) Cai(11064) Bis(7394);Mar(11064) Oli(11064) Mer(11064) Kho(4773) Axe(10784);
15/11/24;4868542;stratis;1128458;Axe Hel Dor Ori Neb Aur;4453006;Flat;1179020;Ast Dan Cel Seb Iri Axe;Kho(11064) Mer(11064) Axe(11064)  ###  Cai(11064);Bis(11064) Cai(11064) Axe(11064) Alb(11064) Oli(11064);
15/11/24;4411565;СКАРАБЕЙ;1118110;Axe Mar Fac Yas K'A Ast;4285270;Mogami;1118702;Krv K'A Yas Kai Seb Oli;Axe(11064) Kho(6916) Cai(11064) Fen(10114) Oli(8754);Oli(11064) Fen(9428) Cai(9428) Axe(10114) Alb(11064);
13/11/24;4868542;stratis;1128043;Axe Hel Dor Ori Neb Aur;4164039;Team 4164039-;1038204;Ast May Dan Jor Mar Alb;Kho(11064) Mer(11064) Axe(11064)  ###  Cai(11064);Bis(7804) Alb(9428) Cai(9428) Axe(9428) Oli(9428);
13/11/24;4454896;Team D;1142408;Axe Hel Iri Ori Seb Dan;4331131;Team 4331131;1031964;Ast Yas Ara Kei Mar Axe;Mer(6676) Bis(5683) Mar(11064) Oli(11064) Cai(11064);Axe(11064) Cai(8382) Mar(8110) Alb(11064) Oli(10154);
13/11/24;4868542;stratis;1128043;Axe Hel Dor Ori Neb Aur;4184497;KENT6;1074550;Dan Neb Seb LaC Aid Axe;Kho(11064) Mer(11064) Axe(11064)  ###  Cai(11064);Fen(11064) Cai(11064) Alb(11064) Mar(11064) Kho(11064);
12/11/24;4454896;Team D;1091455;Axe Iri Jhu Isa Dan Ruf;45170333;Искра (ur7ikj);1015397;Aur Cel Ori Dor Hel Axe;###  Alb(11064) Oli(11064) Cai(11064) Bis(5683);Cai(4773) Bis(4783) Axe(11064) Mer(7912) Kho(6484);
12/11/24;4208957;patlacoche;1171830;Axe Mar Seb Yas K'A Krv;4184614;Артём;1101100;Aur Dan Isa Seb Mar Axe;Axe(11064) Alb(11064) Cai(11064) Mar(11064) Oli(11064);Cai(11064) Fen(9428) Oli(9428) Alb(10896) Axe(11064);
12/11/24;4454896;Team D;1091455;Axe Iri Jhu Isa Dan Ruf;4345581;Pav23el02;1014416;Aur Kri Cel Lrs Dor Axe;###  Alb(11064) Oli(11064) Cai(11064) Bis(5683);Cai(7804) Bis(6894) Kho(6894) Mer(7804) Axe(9428);
12/11/24;4668830;TrumpReturns;1105937;Axe Mar Fac Jor K'A Aur;4662923;Zukora;1023855;Krv Gal Qin Jhu Mar Oli;Oli(9018) Bis(8108) Axe(11064) Vex(10154) Cai(11064);Alb(11064) Fen(11064) Cai(7859) Vex(6244) Oli(11064);
11/11/24;4208957;patlacoche;1185346;Axe Mar Seb Dan K'A Krv;11089917;КИЯНИН;1051572;Dan Neb Seb Iri Dor Axe;Axe(11064) Alb(11064) Cai(11064) Mar(11064) Oli(11064);Fen(7580) Cai(4773) Oli(4773) Alb(11064) Axe(11064);
9/11/24;4668830;TrumpReturns;1076403;Axe Iri Seb Isa K'A Aur;52672397;Dalar;1106862;Aur Ara Iri Dor Hel Axe;Bis(8108) Alb(11064) Oli(9018) Vex(10154) Cai(11064);Cai(11008) Mar(9018) Oli(11064) Mer(11064) Bis(11064);
9/11/24;4868542;stratis;930343;Cai Pol Aug Ori Neb Aur;45475382;Радегаст;1023264;Aur Neb Hei Ori Dor Axe;Kho(10728) Alb(9292) Mer(11064)  ###  Cai(11064);Oli(11064) Cai(11064) Axe(11064) Kho(11064) Mer(11064);
9/11/24;4668830;TrumpReturns;1126963;Axe Fac Seb Kai K'A Aur;45476935;Хроник Хаоса;1072144;Dan Isa Seb Iri Mar Axe;Mar(8108) Alb(11064) Axe(11064) Vex(10154) Cai(11064);Cai(11064) Oli(11064) Alb(11064) Bis(11064) Axe(11064);
9/11/24;23402789;Ragto;1131702;Axe Dor Iri Hei Cel Ruf;4825751;Falcon Nix;1168157;Dan Jhu Neb Seb Iri Axe;Axe(11064) Bis(10364) Alb(11064) Mer(9494) Oli(11064);Cai(11064) Vex(10154)  ###  Alb(11064) Oli(11064);
9/11/24;4712527;HRCAK;1160090;Alb Mar Jhu Cel Yas Aur;4795001;Коваль;1102234;Dan Neb Seb Hei Jet Cai;Oli(11064) Fen(11064) Axe(11064) Alb(11064) Cai(11064);Cai(11064)  ###  Alb(11064) Axe(11064) Oli(11064);
9/11/24;4529972;Team ICE;1094411;Axe Mar Fac Seb K'A Krv;4378306;Ставр;1068990;Dan Neb Seb LaC Iri Axe;###  Axe(11064) Alb(7129) Fen(10154) Oli(11064);Cai(11064)  ###  Fen(11064) Vex(9062) Alb(11064);
8/11/24;4454896;Team D;1126733;Axe Hel Iri Ori Neb Aur;4285270;Mogami;1116418;Krv K'A Yas Kai Seb Oli;Mer(6676) Oli(11064) Axe(11064)  ###  Cai(11064);Oli(11064) Fen(9428) Cai(9428) Axe(10114) Alb(11064);
8/11/24;4868542;stratis;967119;Axe Aug Ori Neb Mor Aur;4820170;Butch;1077598;Ruf Ast Neb Hei Aid Kho;Kho(10602) Mer(11064)  ###  Axe(11064) Cai(11064);Bis(9428) Oli(11064) Cai(11064) Alb(11064) Kho(11064);
8/11/24;4292840;Mangas;1114012;Cai LaC Seb Neb Yas Krv;4434255;hououki;1132798;Ruf Dan Neb Seb Mar Axe;Vex(6982) Alb(11064) Cai(11064) Fen(11064) Oli(11064);Oli(9428) Fen(11064) Cai(11064) Alb(11064) Axe(11064);
7/11/24;4208957;patlacoche;1184989;Axe Seb Kai Dan K'A Krv;10441394;monkey;989520;Ast K'A Dan Isa Seb Axe;Alb(11064) Bis(11064) Cai(11064) Mar(11064) Oli(11064);Oli(6484) Fen(7394) Cai(10154) Axe(10154) Alb(10154);
7/11/24;4668830;TrumpReturns;1107935;Axe Seb Cel Yas K'A Aur;10448885;GBH;1009148;Ast K'A Yas Dan Mar Axe;Oli(9018) Axe(11064) Alb(11064) Vex(10154) Cai(11064);Oli(11064) Fen(9018) Alb(9467) Cai(7804) Axe(11064);
